courseTerm,courseMajor,courseTitle,courseCRN,courseArea,courseSection,courseClass,courseTime,courseDay,courseLocation,courseInstructor,courseUniversity,courseCredit,courseAttribute
202108,Applied Physiology,Sci of Phys Act & Health,90772,APPH 1050,AF1,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90780,APPH 1050,AOR,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90775,APPH 1050,AR1,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90774,APPH 1050,AWT,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90777,APPH 1050,AYM,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90773,APPH 1050,AYO,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90782,APPH 1050,B,Class,9:30 am - 10:20 am,R,Paper Tricentennial 109,Christie   Stewart,"GraduateSemester,UndergraduateSemester",2.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90788,APPH 1050,BCC,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90783,APPH 1050,BF1,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90787,APPH 1050,BR1,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90789,APPH 1050,BSW,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90786,APPH 1050,BWT,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90790,APPH 1050,BYM,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Sci of Phys Act & Health,90785,APPH 1050,BYO,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Physiology,Flourish Str Well & Res,94845,APPH 1060,A,Class,2:00 pm - 2:50 pm,MW,Van Leer C341,Lesley   Baradel,"GraduateSemester,UndergraduateSemester",2.000 Credits,
202108,Applied Physiology,Flourish Str Well & Res,93991,APPH 1060,HP,Class,12:30 pm - 1:20 pm,TR,Curran Street Deck 210,Christie   Stewart,"GraduateSemester,UndergraduateSemester",2.000 Credits,
202108,Applied Physiology,Systems Physiology I,91759,APPH 6211,A,Class,8:00 am - 9:15 am,TR,Instructional Center 205,Young Charles  Jang,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Physiology,Systems Physiology III,94095,APPH 6213,A,Class,12:30 pm - 1:45 pm,TR,TBA,T. Richard  Nichols,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Physiology,Human Motor Control,91551,APPH 6231,A,Class,9:30 am - 10:45 am,MW,Engineering Sci and Mechanics 202,Boris   Prilutsky,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Physiology,Human Neuroanatomy,85218,APPH 6400,A,Class,2:00 pm - 3:15 pm,TR,Paper Tricentennial 109,Lewis A  Wheaton,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Physiology,Seminar,91561,APPH 8000,A,Class,3:30 pm - 4:45 pm,MW,TBA,Minoru   Shinohara,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Physiology,Special Topics,89298,APPH 8803,A,Class,11:00 am - 11:50 am,MWF,Kendeda 230,Young-Hui   Chang,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Physiology,Doctoral Thesis,82394,APPH 9000,BP,Class,TBA,,TBA,Boris   Prilutsky,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202108,Applied Physiology,Doctoral Thesis,82391,APPH 9000,EB,Class,TBA,,TBA,Edward Michael  Balog,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202108,Applied Physiology,Doctoral Thesis,83281,APPH 9000,LW,Class,TBA,,TBA,Lewis A  Wheaton,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202108,Applied Physiology,Doctoral Thesis,82393,APPH 9000,MMS,Class,TBA,,TBA,Melinda   Millard-Stafford,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202108,Applied Physiology,Doctoral Thesis,82395,APPH 9000,MS,Class,TBA,,TBA,Minoru   Shinohara,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202108,Applied Physiology,Doctoral Thesis,83282,APPH 9000,RN,Class,TBA,,TBA,T. Richard  Nichols,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202108,Applied Physiology,Doctoral Thesis,86546,APPH 9000,TC,Class,TBA,,TBA,Timothy Charles  Cope,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202108,Applied Physiology,Doctoral Thesis,82392,APPH 9000,YC,Class,TBA,,TBA,Young-Hui   Chang,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202108,Applied Physiology,Doctoral Thesis,86543,APPH 9000,YJ,Class,TBA,,TBA,Young Charles  Jang,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202202,Applied Physiology,Sci Foundation of Health,24911,APPH 1040,A,Class,12:30 pm - 1:20 pm,MW,Scheller College of Business 100,Michele Lee  Rosbruck,UndergraduateSemester,2.000 Credits,
202202,Applied Physiology,Sci Foundation of Health,26448,APPH 1040,B,Class,2:00 pm - 2:50 pm,MW,Howey Physics L1,Michele Lee  Rosbruck,UndergraduateSemester,2.000 Credits,
202202,Applied Physiology,Sci Foundation of Health,30218,APPH 1040,C,Class,11:00 am - 12:55 pm,F,Scheller College of Business 100,Lesley   Baradel,UndergraduateSemester,2.000 Credits,
202202,Applied Physiology,Sci Foundation of Health,24441,APPH 1040,E,Class,TBA,,TBA,Teresa Kay  Snow,UndergraduateSemester,2.000 Credits,
202202,Applied Physiology,Sci Foundation of Health,24442,APPH 1040,J,Class,12:30 pm - 1:20 pm,TR,Clough UG Learning Commons 152,Teresa Kay  Snow,UndergraduateSemester,2.000 Credits,
202202,Applied Physiology,Sci Foundation of Health,24443,APPH 1040,L,Class,TBA,,TBA,Lesley   Baradel,UndergraduateSemester,2.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28693,APPH 1050,A,Class,9:30 am - 10:20 am,T,Paper Tricentennial 109,Christie   Stewart,"GraduateSemester,UndergraduateSemester",2.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28703,APPH 1050,ACC,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28694,APPH 1050,AF1,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28707,APPH 1050,AOR,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28702,APPH 1050,AR1,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28696,APPH 1050,AWT,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28704,APPH 1050,AYM,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28695,APPH 1050,AYO,Class,8:25 am - 10:20 am,R,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28709,APPH 1050,B,Class,9:30 am - 10:20 am,R,Paper Tricentennial 109,Christie   Stewart,"GraduateSemester,UndergraduateSemester",2.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28715,APPH 1050,BCC,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28710,APPH 1050,BF1,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28714,APPH 1050,BR1,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28713,APPH 1050,BWT,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28716,APPH 1050,BY2,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28717,APPH 1050,BYM,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28712,APPH 1050,BYO,Class,8:25 am - 10:20 am,T,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28718,APPH 1050,HP,Class,9:30 am - 10:20 am,M,Curran Street Deck 210,Christie   Stewart,"GraduateSemester,UndergraduateSemester",2.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28719,APPH 1050,HPF,Class,8:25 am - 10:20 am,W,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Sci of Phys Act & Health,28720,APPH 1050,HPY,Class,8:25 am - 10:20 am,W,TBA,Christie   Stewart,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202202,Applied Physiology,Flourish Str Well & Res,33180,APPH 1060,A,Class,2:00 pm - 2:50 pm,WF,Skiles 202,Lesley   Baradel,"GraduateSemester,UndergraduateSemester",2.000 Credits,
202202,Applied Physiology,Systems Physiology II,31318,APPH 6212,A,Class,2:00 pm - 3:15 pm,TR,Clough UG Learning Commons 325,Edward Michael  Balog,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Applied Physiology,Rehabilitation Research,31317,APPH 6216,A,Class,8:25 am - 9:15 am,M,TBA,T. Richard  Nichols,"GraduateSemester,UndergraduateSemester",1.000 Credits,
202202,Applied Physiology,Locomotion Neuromechanic,33406,APPH 6232,A,Class,3:30 pm - 4:45 pm,TR,West Architecture 258,Gregory   Sawicki,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Applied Physiology,Human Neuroimaging,33046,APPH 6237,A,Class,2:00 pm - 3:15 pm,TR,TBA,Lewis A  Wheaton,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Applied Physiology,Special Topics,31286,APPH 8801,A,Class,3:30 pm - 4:20 pm,T,Ford Environmental Sci & Tech L1175,T. Richard  Nichols,"GraduateSemester,UndergraduateSemester",1.000 Credits,
202202,Applied Physiology,Doctoral Thesis,22062,APPH 9000,BP,Class,TBA,,TBA,Boris   Prilutsky,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202202,Applied Physiology,Doctoral Thesis,22059,APPH 9000,EB,Class,TBA,,TBA,Edward Michael  Balog,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202202,Applied Physiology,Doctoral Thesis,22837,APPH 9000,LW,Class,TBA,,TBA,Lewis A  Wheaton,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202202,Applied Physiology,Doctoral Thesis,22061,APPH 9000,MMS,Class,TBA,,TBA,Melinda   Millard-Stafford,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202202,Applied Physiology,Doctoral Thesis,22063,APPH 9000,MS,Class,TBA,,TBA,Minoru   Shinohara,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202202,Applied Physiology,Doctoral Thesis,22838,APPH 9000,RN,Class,TBA,,TBA,T. Richard  Nichols,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202202,Applied Physiology,Doctoral Thesis,25560,APPH 9000,TC,Class,TBA,,TBA,Timothy Charles  Cope,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202202,Applied Physiology,Doctoral Thesis,22060,APPH 9000,YC,Class,TBA,,TBA,Young-Hui   Chang,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202202,Applied Physiology,Doctoral Thesis,25557,APPH 9000,YJ,Class,TBA,,TBA,Young Charles  Jang,"GraduateSemester,UndergraduateSemester",1.000 TO       21.000 Credits,
202108,Applied Systems Engineering,Fund Modern Sys Eng,83582,ASE 6001,Q,Class,TBA,,TBA,Marshall Allan  Bronston,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Systems Engineering,Systems Design/Analysis,94774,ASE 6002,Q,Class,TBA,,TBA,Douglas Anthony  Bodner,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Systems Engineering,Systems Engineering Lab,91605,ASE 6006,Q,Class,TBA,,TBA,Christopher Emory  Cordell,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Systems Engineering,Systems Engineering Lab,83794,ASE 6006,Q01,Class,TBA,,TBA,Andrew Henry  Register,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Applied Systems Engineering,Analysis & Synth,Sensors,83795,ASE 6111,Class,TBA,,TBA,Andrew Henry  Register,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Systems Engineering,Analysis & Synth,InfoSys,84306,ASE 6121,Class,TBA,,TBA,Charles   Turnitsa,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Applied Systems Engineering,Analysis&Synth,HSI,87064,ASE 6131,Class,TBA,,TBA,Larry T  Kimm,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Applied Systems Engineering,Modeling/Sim Sys Eng,30987,ASE 6003,Q,Class,TBA,,TBA,Margaret Lucas  Loper,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Applied Systems Engineering,System of Systems & Arch,30989,ASE 6102,Q,Class,TBA,,TBA,Jean Charles  Domercant,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Applied Systems Engineering,System Lifecycle & Integ,30990,ASE 6103,Q,Class,TBA,,TBA,Gary Sean  O'Neill,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Applied Systems Engineering,Special Topics,33589,ASE 8803,Q,Class,TBA,,TBA,Robert Nelson  Thomas,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Arabic,Elementary Arabic I,89349,ARBC 1001,A,Class,2:00 pm - 3:15 pm,TR,Skiles 311,Ahmed   Ahmed,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202108,Arabic,Elementary Arabic I,91541,ARBC 1001,UA,Class,2:00 pm - 3:15 pm,MW,TBA,Ahmed   Ahmed,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202108,Arabic,Understand Arab Culture,93009,ARBC 1501,A,Class,2:00 pm - 3:15 pm,MW,Engineering Sci and Mechanics 201,David Jonathan  Marcus,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Arabic,Understand Arab Culture,91545,ARBC 1501,UA,Class,TBA,,TBA,David Jonathan  Marcus,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Arabic,Intermediate Arabic I,83274,ARBC 2001,A,Class,9:30 am - 10:45 am,TR,Swann 320,Natalie   Khazaal,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Arabic,Advanced Arabic I,95157,ARBC 3001,B,Class,6:30 pm - 9:15 pm,M,Skiles 171,David Jonathan  Marcus,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Arabic,Persp Arab,Israeli Confl,91468,ARBC 3401,Class,3:30 pm - 4:45 pm,MW,D.M. Smith 104,David Jonathan  Marcus,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Arabic,Introduction to Africa,93972,ARBC 3420,A,Class,5:00 pm - 6:15 pm,MW,Instructional Center 109,Christophe   Ippolito,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Arabic,Elementary Arabic II,27696,ARBC 1002,A,Class,9:30 am - 10:45 am,TR,Swann 320,Ahmed   Ahmed,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202202,Arabic,Elementary Arabic II,33787,ARBC 1002,B,Class,2:00 pm - 3:15 pm,MW,Guggenheim Aerospace 244,Ahmed   Ahmed,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202202,Arabic,Understand Arab Culture,29132,ARBC 1501,UA,Class,2:00 pm - 3:15 pm,MW,TBA,David Jonathan  Marcus,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Arabic,Intermediate Arabic II,32894,ARBC 2002,A,Class,2:00 pm - 3:15 pm,TR,Skiles 271,Natalie   Khazaal,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Arabic,Persp Arab,Israeli Confl,29092,ARBC 3401,Class,TBA,,TBA,David Jonathan  Marcus,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Arabic,Persp Arab,Israeli Confl,33786,ARBC 3401,Class,TBA,,TBA,David Jonathan  Marcus,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Arabic,Introduction to Africa,32769,ARBC 3420,A,Class,3:30 pm - 4:45 pm,MW,Clough UG Learning Commons 102,Brigitte   Stepanov,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Arabic,Special Topics,32896,ARBC 3813,A,Class,3:30 pm - 4:45 pm,TR,Skiles 255,Natalie   Khazaal,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Aerospace Engineering,Design Competition I,90896,AE 1355,A,Class,5:00 pm - 5:50 pm,T,Guggenheim Aerospace 244,Dimitrios N  Mavris,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Aerospace Engineering,Design Competition I,82273,AE 1355,A01,Class,6:30 pm - 9:15 pm,TR,Guggenheim Aerospace 244,Dimitrios N  Mavris,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Aerospace Engineering,Introduction to AE,88145,AE 1601,A,Class,9:30 am - 10:45 am,TR,Van Leer E283,John Allen  Dec,"GraduateSemester,UndergraduateSemester",1.000 Credits,
202108,Aerospace Engineering,Introduction to AE,88146,AE 1601,B,Class,12:30 pm - 1:45 pm,TR,Klaus Advanced Computing 1447,Turab Ali  Zaidi,"GraduateSemester,UndergraduateSemester",1.000 Credits,
202108,Aerospace Engineering,Introduction to AE,88147,AE 1601,C,Class,2:00 pm - 3:15 pm,TR,Skiles 368,Turab Ali  Zaidi,"GraduateSemester,UndergraduateSemester",1.000 Credits,
202108,Aerospace Engineering,Thermodyn&Fluids Fundam,86044,AE 2010,A,Class,8:25 am - 10:20 am,WF,Guggenheim Aerospace 442,Adam Michael  Steinberg,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202108,Aerospace Engineering,Thermodyn&Fluids Fundam,86046,AE 2010,B,Class,8:25 am - 10:20 am,TR,College of Computing 101,Jerry M  Seitzman,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202108,Aerospace Engineering,Thermodyn&Fluids Fundam,86849,AE 2010,R,Class,6:00 pm - 7:15 pm,MW,TBA,Julia Alexandra  Muller,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202108,Aerospace Engineering,AE 2010 Recitation,93502,AE 2010R,A,Class,6:30 pm - 7:45 pm,W,Guggenheim Aerospace 442,Adam Michael  Steinberg,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Aerospace Engineering,AE 2010 Recitation,93503,AE 2010R,B,Class,6:30 pm - 7:45 pm,R,Weber SST III 1,Jerry M  Seitzman,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Aerospace Engineering,AE 2010 Recitation,94674,AE 2010R,R1,Class,4:30 pm - 5:45 pm,T,TBA,Julia Alexandra  Muller,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202108,Aerospace Engineering,Fluids Fundamentals,89289,AE 2011,A,Class,8:25 am - 10:20 am,WF,Guggenheim Aerospace 442,Adam Michael  Steinberg,"GraduateSemester,UndergraduateSemester",2.000 Credits,
